Date,Close,Open,High,Low,Volume,Change
2016-01-25,187.64,189.92,190.15,187.41,130370000.0,-0.0151
2016-01-26,190.2,188.42,190.53,188.02,141040000.0,0.013600000000000001
2016-01-27,188.13,189.58,191.56,187.06,185680000.0,-0.0109
2016-01-28,189.11,189.96,190.2,187.16,143800000.0,0.0052
2016-01-29,193.72,190.02,193.88,189.88,210530000.0,0.024399999999999998
2016-02-01,193.65,192.53,194.58,191.84,136060000.0,-0.0004
2016-02-02,190.16,191.96,191.97,189.54,182560000.0,-0.018000000000000002
2016-02-03,191.3,191.41,191.78,187.1,205050000.0,0.006
2016-02-04,191.6,190.71,192.75,189.96,139530000.0,0.0016
2016-02-05,187.95,190.99,191.67,187.2,180790000.0,-0.0191
2016-02-08,185.42,185.77,186.12,182.8,191530000.0,-0.013500000000000002
2016-02-09,185.43,183.36,186.94,183.2,184510000.0,0.0001
2016-02-10,185.27,186.41,188.34,185.12,148210000.0,-0.0009
2016-02-11,182.86,182.34,184.1,181.09,219060000.0,-0.013000000000000001
2016-02-12,186.63,184.96,186.65,183.96,127630000.0,0.0206
2016-02-16,189.78,188.77,189.81,187.63,120250000.0,0.0169
2016-02-17,192.88,191.16,193.32,191.01,136010000.0,0.0163
2016-02-18,192.09,193.2,193.27,191.72,102340000.0,-0.0040999999999999995
2016-02-19,192.0,191.17,192.18,190.45,114790000.0,-0.0005
2016-02-22,194.78,193.87,194.95,193.79,103640000.0,0.014499999999999999
2016-02-23,192.32,194.0,194.32,192.18,111460000.0,-0.0126
2016-02-24,193.2,190.63,193.53,189.32,150810000.0,0.0046
2016-02-25,195.54,193.73,195.55,192.83,110730000.0,0.0121
2016-02-26,195.09,196.57,196.68,194.9,129830000.00000001,-0.0023
2016-02-29,193.56,195.11,196.23,193.33,125920000.0,-0.0078000000000000005
2016-03-01,198.11,195.01,198.21,194.45,141800000.0,0.0235
2016-03-02,199.0,197.74,199.06,197.25,102410000.0,0.0045000000000000005
2016-03-03,199.78,198.79,199.79,198.11,95170000.0,0.0039000000000000003
2016-03-04,200.43,200.01,201.35,199.03,129289999.99999999,0.0033
2016-03-07,200.59,199.34,201.07,199.25,100220000.0,0.0008
2016-03-08,198.4,199.32,199.92,198.21,123970000.0,-0.0109
2016-03-09,199.38,199.36,199.79,198.43,94800000.0,0.0049
2016-03-10,199.54,199.96,201.07,197.38,156840000.0,0.0008
2016-03-11,202.76,201.26,202.81,199.52,137960000.0,0.0161
2016-03-14,202.5,202.16,203.04,201.77,73610000.0,-0.0013
2016-03-15,202.17,201.36,202.53,201.05,93170000.0,-0.0016
2016-03-16,203.34,201.6,203.82,201.55,129300000.00000001,0.0058
2016-03-17,204.63,203.24,205.23,202.77,134280000.0,0.0063
2016-03-18,204.38,204.17,204.78,203.8,138370000.0,-0.0012
2016-03-21,204.67,204.07,204.94,203.8,72930000.0,0.0014000000000000002
2016-03-22,204.56,203.76,205.23,203.57,97470000.0,-0.0005
2016-03-23,203.21,204.11,204.33,203.01,81050000.0,-0.0066
2016-03-24,203.12,202.0,203.16,201.74,84360000.0,-0.0004
2016-03-28,203.24,203.61,203.86,202.71,62410000.0,0.0006
2016-03-29,205.12,202.76,205.25,202.4,92920000.0,0.009300000000000001
