"Date","Price","Open","High","Low","Vol.","Change %"
"19.04.2017","121,73","122,25","122,26","121,28","8,47M","-0,89%"
"18.04.2017","122,82","122,43","123,03","121,73","10,90M","0,47%"
"17.04.2017","122,24","122,55","123,07","121,99","8,47M","-0,29%"
"13.04.2017","122,60","122,54","122,65","122,03","9,89M","0,48%"
"12.04.2017","122,02","121,38","122,22","121,14","9,50M","0,68%"
"11.04.2017","121,19","120,33","121,40","120,29","12,46M","1,45%"
"10.04.2017","119,46","119,04","119,69","118,85","4,62M","0,00%"
"07.04.2017","119,46","120,30","120,67","119,14","12,35M","0,23%"
"06.04.2017","119,18","119,22","119,42","118,97","4,63M","-0,37%"
"05.04.2017","119,62","118,62","119,63","118,40","8,11M","0,00%"
"04.04.2017","119,62","119,59","119,77","119,38","4,69M","0,23%"
"03.04.2017","119,35","118,69","119,37","118,67","6,11M","0,53%"
"31.03.2017","118,72","118,61","119,08","118,46","8,52M","0,21%"
"30.03.2017","118,47","118,77","119,12","118,32","6,89M","-0,72%"
"29.03.2017","119,33","119,22","119,45","119,05","4,91M","0,24%"
"28.03.2017","119,04","119,74","119,83","118,78","7,11M","-0,41%"
"27.03.2017","119,53","119,93","120,08","119,27","8,52M","0,56%"
"24.03.2017","118,86","118,50","119,21","118,39","6,88M","0,16%"
"23.03.2017","118,67","119,15","119,25","118,32","6,20M","-0,13%"
"22.03.2017","118,83","118,87","119,15","118,68","7,29M","0,24%"
"21.03.2017","118,54","117,77","118,80","117,76","9,57M","0,83%"
"20.03.2017","117,56","117,31","117,59","117,20","4,00M","0,49%"
"17.03.2017","116,99","117,04","117,27","116,91","4,68M","0,22%"
"16.03.2017","116,73","117,27","117,29","116,69","9,32M","0,41%"
"15.03.2017","116,25","114,29","116,25","114,02","13,52M","1,87%"
"14.03.2017","114,12","114,54","115,01","114,03","5,30M","-0,54%"
"13.03.2017","114,74","114,63","114,91","114,50","5,81M","0,02%"
"10.03.2017","114,72","114,45","114,73","114,13","7,93M","0,22%"
"09.03.2017","114,47","114,78","115,03","114,41","6,41M","-0,51%"
"08.03.2017","115,06","114,99","115,36","114,94","7,62M","-0,62%"
"07.03.2017","115,78","116,13","116,25","115,61","6,85M","-0,81%"
"06.03.2017","116,72","117,35","117,35","116,63","4,88M","-0,67%"
"03.03.2017","117,51","116,95","117,73","116,44","10,67M","-0,06%"
"02.03.2017","117,58","117,76","118,34","117,22","10,99M","-1,24%"
"01.03.2017","119,06","117,98","119,12","117,95","8,68M","-0,14%"
"28.02.2017","119,23","119,71","119,84","118,82","8,73M","0,09%"
"27.02.2017","119,12","119,73","120,40","119,12","9,26M","-0,48%"
"24.02.2017","119,70","119,74","119,88","119,25","9,81M","0,64%"
"23.02.2017","118,94","118,76","119,16","118,67","7,52M","0,87%"
"22.02.2017","117,91","117,86","118,02","117,24","6,06M","0,14%"
"21.02.2017","117,75","117,04","118,00","116,77","6,17M","0,06%"
"17.02.2017","117,68","118,19","118,40","117,62","7,34M","-0,34%"
"16.02.2017","118,08","117,93","118,35","117,83","6,38M","0,54%"
"15.02.2017","117,45","116,33","117,48","116,25","7,09M","0,44%"
"14.02.2017","116,93","117,51","117,56","116,38","6,93M","0,11%"
"13.02.2017","116,80","116,73","116,95","116,15","7,35M","-0,68%"
"10.02.2017","117,60","116,68","117,86","116,67","9,07M","0,26%"
"09.02.2017","117,29","118,32","118,58","117,20","8,18M","-0,76%"
"08.02.2017","118,19","118,09","118,59","117,81","9,63M","0,62%"
"07.02.2017","117,46","117,31","117,74","117,20","8,62M","-0,20%"
"06.02.2017","117,70","117,07","117,74","116,74","8,55M","1,35%"
"03.02.2017","116,13","115,73","116,36","115,71","9,46M","0,25%"
"02.02.2017","115,84","116,26","116,57","115,62","7,19M","0,56%"
"01.02.2017","115,20","114,66","115,45","114,14","6,93M","-0,30%"
"31.01.2017","115,55","115,27","115,82","115,18","10,42M","1,39%"
"30.01.2017","113,97","113,61","114,30","113,53","7,69M","0,42%"
"27.01.2017","113,49","112,93","113,55","112,81","6,71M","0,20%"
"26.01.2017","113,26","113,24","113,50","112,83","5,39M","-0,93%"
"25.01.2017","114,32","114,14","114,44","113,68","6,70M","-0,82%"
"24.01.2017","115,27","115,69","116,02","114,94","5,80M","-0,45%"
"23.01.2017","115,79","115,51","116,17","115,20","6,37M","0,64%"
"20.01.2017","115,05","114,65","115,76","114,32","12,26M","0,24%"
"19.01.2017","114,77","114,32","114,96","113,94","6,44M","-0,09%"
"18.01.2017","114,87","115,74","115,92","114,56","6,50M","-0,85%"
"17.01.2017","115,85","115,89","115,96","115,50","9,14M","1,44%"
"13.01.2017","114,21","113,65","114,31","113,19","7,26M","0,26%"
"12.01.2017","113,91","114,52","114,93","113,81","8,46M","0,36%"
"11.01.2017","113,50","112,87","114,19","112,17","9,92M","0,31%"
"10.01.2017","113,15","112,94","113,45","112,64","6,09M","0,43%"
"09.01.2017","112,67","112,39","113,04","112,18","5,67M","0,82%"
"06.01.2017","111,75","111,81","112,38","111,57","7,69M","-0,74%"
"05.01.2017","112,58","112,16","112,94","112,07","9,61M","1,55%"
"04.01.2017","110,86","111,06","111,22","110,61","4,90M","0,35%"
"03.01.2017","110,47","109,62","111,00","109,37","7,53M","0,78%"
"30.12.2016","109,61","110,38","110,62","109,53","8,87M","-0,62%"
"29.12.2016","110,29","109,23","110,53","109,16","7,56M","1,31%"
"28.12.2016","108,86","108,40","108,91","108,29","5,09M","0,28%"
"27.12.2016","108,56","108,61","108,67","108,24","3,69M","0,58%"
"23.12.2016","107,93","107,84","108,25","107,80","5,01M","0,32%"
"22.12.2016","107,59","107,68","108,10","107,49","4,94M","-0,24%"
"21.12.2016","107,85","108,25","108,31","107,68","5,19M","0,06%"
"20.12.2016","107,79","107,47","108,00","107,29","7,32M","-0,74%"
"19.12.2016","108,59","108,60","108,88","108,34","5,34M","0,50%"
"16.12.2016","108,05","107,95","108,78","107,47","10,60M","0,66%"
"15.12.2016","107,34","107,85","107,99","107,00","14,43M","-1,37%"
"14.12.2016","108,83","110,95","110,98","108,52","12,93M","-1,47%"
"13.12.2016","110,45","110,57","110,79","110,06","7,96M","-0,33%"
"12.12.2016","110,82","110,59","111,11","110,27","6,16M","0,38%"
"09.12.2016","110,40","111,18","111,25","110,19","10,51M","-1,05%"
"08.12.2016","111,57","111,72","111,87","111,46","5,98M","-0,23%"
"07.12.2016","111,83","112,13","112,50","111,77","4,90M","0,36%"
"06.12.2016","111,43","111,69","112,03","111,19","5,53M","-0,10%"
"05.12.2016","111,54","111,15","112,11","110,31","10,19M","-0,54%"
"02.12.2016","112,14","111,89","112,32","111,78","7,42M","0,54%"
"01.12.2016","111,54","111,11","111,99","110,63","10,24M","-0,19%"
"30.11.2016","111,75","112,69","112,79","111,50","10,93M","-1,34%"
"29.11.2016","113,27","112,76","113,48","112,69","7,44M","-0,47%"
"28.11.2016","113,80","113,23","113,84","112,77","5,66M","1,06%"
"25.11.2016","112,61","113,42","113,51","112,35","5,35M","-0,57%"
"23.11.2016","113,25","113,87","113,88","112,65","20,98M","-1,98%"
"22.11.2016","115,54","115,72","115,79","114,98","6,39M","-0,03%"
"21.11.2016","115,58","115,72","115,94","115,29","6,65M","0,37%"
"18.11.2016","115,15","115,52","115,77","114,96","10,44M","-0,88%"
"17.11.2016","116,17","116,91","117,22","115,44","10,34M","-0,51%"
"16.11.2016","116,77","117,27","117,27","116,58","5,49M","-0,30%"
"15.11.2016","117,12","116,46","117,24","116,29","9,35M","0,87%"
"14.11.2016","116,11","116,12","117,14","115,49","20,73M","-0,85%"
"11.11.2016","117,10","119,65","119,69","116,23","20,38M","-2,21%"
"10.11.2016","119,75","121,52","121,54","119,38","22,27M","-1,49%"
"09.11.2016","121,56","124,30","124,35","121,11","18,24M","-0,07%"
"08.11.2016","121,64","122,12","123,09","121,36","9,48M","-0,42%"
"07.11.2016","122,15","122,66","122,71","121,88","10,01M","-1,80%"
"04.11.2016","124,39","124,40","124,54","124,04","8,59M","0,07%"
"03.11.2016","124,30","123,36","124,33","123,35","10,09M","0,53%"
"02.11.2016","123,64","123,76","124,76","123,56","15,69M","0,74%"
"01.11.2016","122,73","122,80","123,21","122,57","13,38M","0,65%"
"31.10.2016","121,94","121,51","122,00","121,23","7,72M","0,30%"
"28.10.2016","121,58","121,20","122,48","120,81","11,64M","0,47%"
"27.10.2016","121,01","121,11","121,18","120,75","4,34M","0,18%"
"26.10.2016","120,79","121,37","121,53","120,61","3,91M","-0,56%"
"25.10.2016","121,47","120,89","121,76","120,86","6,14M","0,75%"
"24.10.2016","120,56","121,28","121,30","120,16","5,48M","-0,22%"
"21.10.2016","120,83","120,90","120,92","120,55","6,71M","0,07%"
"20.10.2016","120,74","121,39","121,59","120,63","6,50M","-0,31%"
"19.10.2016","121,11","121,13","121,46","120,89","6,02M","0,57%"
"18.10.2016","120,42","120,08","120,64","119,82","4,92M","0,62%"
"17.10.2016","119,68","119,70","119,92","119,58","4,78M","0,27%"
"14.10.2016","119,36","119,37","120,16","119,29","6,58M","-0,56%"
"13.10.2016","120,03","120,00","120,42","119,80","7,18M","0,24%"
"12.10.2016","119,74","119,72","120,07","119,29","4,85M","0,16%"
"11.10.2016","119,55","119,92","120,16","119,53","6,07M","-0,51%"
"10.10.2016","120,16","120,16","120,42","119,92","4,51M","0,35%"
"07.10.2016","119,74","120,49","120,58","118,42","17,91M","0,07%"
"06.10.2016","119,66","119,69","119,98","119,24","17,92M","-0,93%"
"05.10.2016","120,78","121,33","121,59","120,40","14,72M","-0,16%"
"04.10.2016","120,97","123,16","123,18","120,86","24,37M","-3,47%"
"03.10.2016","125,32","125,32","125,46","124,90","9,04M","-0,25%"
"30.09.2016","125,64","126,52","126,55","125,23","11,20M","-0,34%"
"29.09.2016","126,07","125,84","126,34","125,54","7,45M","-0,12%"
"28.09.2016","126,22","126,25","126,40","125,73","6,76M","-0,32%"
"27.09.2016","126,62","126,86","126,90","126,34","6,22M","-0,73%"
"26.09.2016","127,55","127,96","128,03","127,42","5,84M","-0,08%"
"23.09.2016","127,65","127,60","127,86","127,43","7,70M","0,06%"
"22.09.2016","127,57","127,57","128,20","127,50","15,19M","0,24%"
"21.09.2016","127,27","126,33","127,42","125,96","13,65M","1,46%"
"20.09.2016","125,44","125,31","125,59","125,17","5,67M","0,10%"
"19.09.2016","125,32","125,61","125,62","125,25","4,96M","0,21%"
"16.09.2016","125,06","124,81","125,25","124,67","19,00M","-0,25%"
"15.09.2016","125,37","125,73","126,10","124,91","12,98M","-0,64%"
"14.09.2016","126,18","126,10","126,54","126,03","5,82M","0,34%"
"13.09.2016","125,75","126,47","126,60","125,53","8,87M","-0,66%"
"12.09.2016","126,59","126,31","126,92","125,97","11,14M","-0,13%"
"09.09.2016","126,75","127,24","127,51","126,70","12,49M","-0,66%"
"08.09.2016","127,59","128,16","128,52","127,40","10,56M","-0,53%"
"07.09.2016","128,27","128,79","128,86","128,12","8,86M","-0,34%"
"06.09.2016","128,71","127,40","129,08","127,27","15,12M","1,69%"
"02.09.2016","126,57","126,29","126,57","125,58","11,32M","1,02%"
"01.09.2016","125,29","124,67","125,51","124,55","12,88M","0,41%"
"31.08.2016","124,78","124,73","125,11","124,64","13,32M","-0,20%"
"30.08.2016","125,03","125,73","125,95","124,88","9,88M","-1,01%"
"29.08.2016","126,30","126,00","126,48","125,93","5,56M","0,20%"
"26.08.2016","126,05","126,88","128,11","125,82","17,97M","-0,14%"
"25.08.2016","126,23","125,98","126,31","125,96","5,93M","-0,09%"
"24.08.2016","126,34","126,92","126,97","126,30","13,54M","-1,11%"
"23.08.2016","127,76","128,14","128,22","127,61","9,04M","-0,02%"
"22.08.2016","127,78","127,63","127,92","127,45","8,63M","-0,15%"
"19.08.2016","127,97","128,08","128,67","127,86","10,66M","-0,88%"
"18.08.2016","129,11","128,89","129,17","128,58","9,50M","0,47%"
"17.08.2016","128,50","128,17","128,99","127,46","12,03M","0,02%"
"16.08.2016","128,47","128,12","129,04","128,00","8,68M","0,49%"
"15.08.2016","127,84","127,62","128,25","127,60","4,53M","0,35%"
"12.08.2016","127,40","129,12","129,26","127,20","15,40M","-0,21%"
"11.08.2016","127,67","128,61","129,19","127,47","9,76M","-0,69%"
"10.08.2016","128,56","129,12","129,20","128,15","6,20M","0,47%"
"09.08.2016","127,96","127,94","128,14","127,75","7,50M","0,41%"
"08.08.2016","127,44","127,29","127,70","127,27","6,77M","-0,09%"
"05.08.2016","127,55","128,46","128,55","127,39","16,21M","-1,79%"
"04.08.2016","129,87","130,01","130,28","129,82","4,91M","0,17%"
"03.08.2016","129,65","129,95","129,96","129,27","5,01M","-0,48%"
"02.08.2016","130,27","130,04","130,55","129,94","7,65M","0,81%"
"01.08.2016","129,22","128,57","129,34","128,56","7,11M","0,19%"
"29.07.2016","128,98","128,42","129,41","127,88","13,71M","1,03%"
"28.07.2016","127,66","128,09","128,20","127,20","9,26M","-0,29%"
"27.07.2016","128,03","126,79","128,12","126,04","17,07M","1,61%"
"26.07.2016","126,00","126,09","126,14","125,75","7,61M","0,42%"
"25.07.2016","125,47","125,53","126,21","125,11","13,14M","-0,70%"
"22.07.2016","126,35","126,43","126,52","126,01","7,72M","-0,75%"
"21.07.2016","127,30","125,66","127,37","125,60","9,40M","1,52%"
"20.07.2016","125,39","125,50","126,12","125,31","11,78M","-1,43%"
"19.07.2016","127,21","126,95","127,35","126,82","5,17M","0,13%"
"18.07.2016","127,04","127,02","127,50","126,63","8,49M","0,16%"
"15.07.2016","126,84","126,38","127,19","126,33","13,89M","-0,38%"
"14.07.2016","127,33","126,31","127,37","126,03","12,13M","-0,77%"
"13.07.2016","128,32","128,00","128,43","127,61","7,38M","0,92%"
"12.07.2016","127,15","128,52","128,54","126,99","26,46M","-1,66%"
"11.07.2016","129,29","129,49","129,90","129,16","10,86M","-0,94%"
"08.07.2016","130,52","129,85","130,52","128,97","17,63M","0,60%"
"07.07.2016","129,74","129,82","130,12","128,98","16,51M","-0,38%"
"06.07.2016","130,23","130,50","131,15","129,82","17,38M","0,59%"
"05.07.2016","129,47","128,80","129,59","128,17","19,03M","0,83%"
"01.07.2016","128,41","127,66","128,42","127,44","14,94M","1,53%"
"30.06.2016","126,47","125,95","126,52","125,50","15,98M","0,50%"
"29.06.2016","125,84","125,91","126,81","125,70","12,22M","0,41%"
"28.06.2016","125,32","125,56","126,02","125,06","16,00M","-1,07%"
"27.06.2016","126,68","126,44","127,05","125,83","21,40M","0,53%"
"24.06.2016","126,01","126,62","126,82","125,00","35,78M","4,91%"
"23.06.2016","120,11","120,48","121,03","120,06","10,70M","-0,65%"
"22.06.2016","120,90","120,83","121,25","120,68","7,86M","0,05%"
"21.06.2016","120,84","121,65","121,86","120,77","14,59M","-1,92%"
"20.06.2016","123,21","122,26","123,33","122,13","11,87M","-0,60%"
"17.06.2016","123,95","123,26","124,10","122,69","15,57M","1,28%"
"16.06.2016","122,38","125,17","125,67","122,23","26,64M","-1,05%"
"15.06.2016","123,68","122,52","123,87","122,38","15,05M","0,74%"
"14.06.2016","122,77","123,00","123,06","122,30","11,65M","0,11%"
"13.06.2016","122,64","122,80","122,83","122,03","12,59M","0,74%"
"10.06.2016","121,74","121,55","122,10","121,17","13,94M","0,40%"
"09.06.2016","121,25","120,61","121,48","120,55","12,17M","0,56%"
"08.06.2016","120,58","120,30","120,78","120,23","11,66M","1,48%"
"07.06.2016","118,82","118,50","119,02","118,41","4,60M","-0,08%"
"06.06.2016","118,92","118,89","119,17","118,45","9,89M","0,03%"
"03.06.2016","118,88","118,25","118,89","118,23","14,61M","2,78%"
"02.06.2016","115,67","115,78","115,97","115,58","4,59M","-0,23%"
"01.06.2016","115,94","115,97","116,14","115,20","8,40M","-0,10%"
"31.05.2016","116,06","115,76","116,40","115,50","8,19M","0,38%"
"27.05.2016","115,62","116,27","116,36","115,29","8,69M","-0,82%"
"26.05.2016","116,58","117,57","117,63","116,39","5,89M","-0,34%"
"25.05.2016","116,98","116,59","117,06","116,32","10,50M","-0,27%"
"24.05.2016","117,30","118,17","118,23","117,25","12,77M","-1,73%"
"23.05.2016","119,37","118,86","119,60","118,75","8,63M","-0,28%"
"20.05.2016","119,71","120,19","120,32","119,31","10,38M","-0,13%"
"19.05.2016","119,87","119,00","119,97","118,92","14,34M","-0,19%"
"18.05.2016","120,10","121,22","121,92","119,88","13,38M","-1,73%"
"17.05.2016","122,22","121,58","122,52","121,48","8,62M","0,34%"
"16.05.2016","121,80","122,93","122,97","121,38","7,10M","0,07%"
"13.05.2016","121,71","121,09","121,86","120,66","7,67M","0,45%"
"12.05.2016","121,16","122,02","122,39","121,00","7,45M","-0,79%"
"11.05.2016","122,12","121,85","122,16","121,38","7,59M","0,94%"
"10.05.2016","120,98","120,74","121,38","120,08","9,84M","0,27%"
"09.05.2016","120,65","121,20","121,28","120,59","9,24M","-2,05%"
"06.05.2016","123,18","122,83","123,81","122,59","11,37M","0,91%"
"05.05.2016","122,07","122,63","122,73","121,25","8,85M","-0,11%"
"04.05.2016","122,21","122,85","123,23","121,51","9,40M","-0,61%"
"03.05.2016","122,96","123,73","123,82","122,51","9,06M","-0,23%"
"02.05.2016","123,24","123,78","123,96","123,05","12,14M","-0,33%"
"29.04.2016","123,65","122,43","123,93","122,34","19,04M","1,95%"
"28.04.2016","121,29","119,92","121,42","119,73","15,13M","1,89%"
"27.04.2016","119,04","118,97","119,70","118,43","7,98M","0,29%"
"26.04.2016","118,70","118,79","118,89","118,45","9,91M","0,40%"
"25.04.2016","118,23","118,14","118,71","118,11","4,37M","0,29%"
"22.04.2016","117,89","118,71","119,02","117,28","10,05M","-1,28%"
"21.04.2016","119,42","120,42","120,55","119,13","14,61M","0,38%"
"20.04.2016","118,97","119,67","120,08","118,72","10,23M","-0,51%"
"19.04.2016","119,58","119,87","120,09","119,37","21,03M","1,56%"
"18.04.2016","117,74","118,53","118,56","117,63","5,81M","-0,15%"
"15.04.2016","117,92","117,33","118,12","117,19","7,84M","0,69%"
"14.04.2016","117,11","118,09","118,19","116,95","13,17M","-1,40%"
"13.04.2016","118,77","119,37","119,43","118,56","8,84M","-1,07%"
"12.04.2016","120,05","120,23","120,34","119,55","9,69M","0,02%"
"11.04.2016","120,03","119,47","120,30","119,42","9,85M","1,35%"
"08.04.2016","118,43","118,07","118,77","117,98","9,08M","-0,15%"
"07.04.2016","118,61","118,65","118,85","115,00","11,90M","1,43%"
"06.04.2016","116,94","116,70","117,39","116,26","7,55M","-0,61%"
"05.04.2016","117,66","117,76","117,93","117,15","8,87M","1,30%"
"04.04.2016","116,15","116,67","116,73","116,07","7,64M","-0,67%"
"01.04.2016","116,93","116,08","116,98","115,55","10,41M","-0,60%"
"31.03.2016","117,64","118,16","118,39","117,60","9,35M","0,46%"
"30.03.2016","117,10","117,88","118,20","116,91","10,77M","-1,40%"
"29.03.2016","118,76","117,36","118,81","116,80","14,47M","1,85%"
"28.03.2016","116,60","116,73","116,91","116,27","3,88M","0,23%"
"24.03.2016","116,33","116,77","116,94","116,30","6,28M","-0,24%"
"23.03.2016","116,61","116,74","117,12","116,16","15,99M","-2,26%"
"22.03.2016","119,31","119,73","120,16","118,96","6,79M","0,29%"
"21.03.2016","118,96","119,00","119,33","118,73","7,24M","-0,70%"
"18.03.2016","119,80","119,59","120,34","119,51","16,97M","-0,27%"
"17.03.2016","120,13","121,16","121,18","120,03","9,91M","-0,38%"
"16.03.2016","120,59","117,42","120,76","117,34","17,33M","2,23%"
"15.03.2016","117,96","117,78","118,04","117,36","9,94M","0,08%"
"14.03.2016","117,87","120,27","120,31","117,50","14,24M","-1,29%"
"11.03.2016","119,41","121,19","121,39","119,36","10,81M","-1,72%"
"10.03.2016","121,50","120,50","121,76","120,42","18,10M","1,61%"
"09.03.2016","119,58","119,20","120,39","118,84","8,67M","-0,83%"
"08.03.2016","120,58","121,79","121,88","120,47","11,53M","-0,46%"
"07.03.2016","121,14","121,18","121,58","120,41","9,36M","0,50%"
"04.03.2016","120,54","121,13","122,37","120,22","16,26M","-0,16%"
"03.03.2016","120,73","118,86","121,30","118,81","18,72M","1,73%"
"02.03.2016","118,68","118,34","118,97","118,07","8,90M","0,77%"
"01.03.2016","117,77","118,74","119,11","117,34","14,14M","-0,73%"
"29.02.2016","118,64","117,59","118,70","117,53","11,52M","1,31%"
"26.02.2016","117,11","117,43","117,72","115,86","12,51M","-0,69%"
"25.02.2016","117,92","117,62","118,91","117,54","12,50M","0,26%"
"24.02.2016","117,61","119,00","119,86","117,35","17,94M","0,33%"
"23.02.2016","117,22","116,68","117,42","116,52","9,03M","1,50%"
"22.02.2016","115,49","115,44","116,19","115,41","10,68M","-1,78%"
"19.02.2016","117,58","117,26","117,97","117,10","15,19M","-0,60%"
"18.02.2016","118,29","115,30","118,59","115,29","13,59M","2,43%"
"17.02.2016","115,48","115,47","116,07","114,89","10,58M","0,62%"
"16.02.2016","114,77","116,00","116,31","114,74","14,60M","-3,03%"
"12.02.2016","118,36","118,12","118,74","117,88","16,98M","-0,59%"
"11.02.2016","119,06","118,59","120,84","117,77","49,14M","4,02%"
"10.02.2016","114,46","113,92","114,52","112,98","13,31M","0,77%"
"09.02.2016","113,58","114,43","114,69","113,55","18,16M","-0,22%"
"08.02.2016","113,83","113,67","114,87","113,39","28,34M","1,34%"
"05.02.2016","112,32","109,79","112,35","109,58","14,78M","1,58%"
"04.02.2016","110,57","110,45","110,70","109,92","13,21M","1,21%"
"03.02.2016","109,25","107,91","109,58","107,90","15,79M","1,07%"
"02.02.2016","108,09","107,92","108,18","107,35","6,66M","0,04%"
"01.02.2016","108,05","107,54","108,15","107,53","10,47M","1,03%"
"29.01.2016","106,95","106,61","107,00","106,26","8,10M","0,38%"
"28.01.2016","106,54","106,55","106,86","106,48","5,91M","-1,07%"
"27.01.2016","107,69","106,86","107,93","106,65","8,27M","0,37%"
"26.01.2016","107,29","106,32","107,43","106,25","8,44M","1,14%"
"25.01.2016","106,08","105,76","106,09","105,60","6,82M","1,03%"
"22.01.2016","105,00","104,93","105,51","104,76","4,19M","-0,46%"
"21.01.2016","105,49","104,99","105,49","104,52","5,43M","0,11%"
"20.01.2016","105,37","105,17","106,16","104,94","10,12M","1,34%"
"19.01.2016","103,98","104,06","104,45","103,65","4,59M","-0,10%"
"15.01.2016","104,08","104,92","104,96","103,97","10,05M","1,03%"
"14.01.2016","103,02","103,75","104,18","102,50","9,99M","-1,62%"
"13.01.2016","104,72","103,89","104,82","103,78","7,32M","0,49%"
"12.01.2016","104,21","104,09","104,59","103,65","5,54M","-0,51%"
"11.01.2016","104,74","105,47","105,57","104,71","6,27M","-0,89%"
"08.01.2016","105,68","105,48","105,80","105,04","7,68M","-0,44%"
"07.01.2016","106,15","105,83","106,24","105,19","11,73M","1,41%"
"06.01.2016","104,67","104,37","104,80","103,93","9,32M","1,44%"
"05.01.2016","103,18","103,13","103,46","102,93","3,50M","0,28%"
"04.01.2016","102,89","103,13","103,67","102,48","6,44M","1,41%"
"31.12.2015","101,46","101,48","101,72","101,31","3,82M","0,04%"
"30.12.2015","101,42","101,47","101,60","101,34","3,74M","-0,76%"
"29.12.2015","102,20","102,52","102,58","102,11","2,83M","-0,07%"
"28.12.2015","102,27","102,48","102,60","102,03","3,36M","-0,76%"
"24.12.2015","103,05","102,82","103,05","102,77","1,71M","0,72%"
"23.12.2015","102,31","102,40","102,59","102,21","2,82M","-0,29%"
"22.12.2015","102,61","103,09","103,20","102,56","4,12M","-0,52%"
"21.12.2015","103,15","102,95","103,52","102,83","6,38M","1,09%"
"18.12.2015","102,04","101,35","102,53","101,30","8,35M","1,53%"
"17.12.2015","100,50","100,92","100,99","100,23","10,16M","-2,19%"
"16.12.2015","102,75","102,59","103,20","101,66","8,29M","1,21%"
"15.12.2015","101,52","101,71","102,06","101,41","6,83M","-0,27%"
"14.12.2015","101,79","102,58","102,72","101,74","5,56M","-1,28%"
"11.12.2015","103,11","101,91","103,32","101,85","6,80M","0,55%"
"10.12.2015","102,55","102,51","102,83","102,34","3,85M","-0,09%"
"09.12.2015","102,64","103,63","103,66","102,32","6,03M","-0,19%"
"08.12.2015","102,84","103,13","103,26","102,53","3,41M","0,17%"
"07.12.2015","102,67","103,32","103,37","102,50","4,39M","-1,30%"
"04.12.2015","104,02","102,74","104,21","102,65","10,67M","2,22%"
"03.12.2015","101,76","101,23","101,97","100,84","6,50M","1,06%"
"02.12.2015","100,69","101,35","101,35","100,53","10,22M","-1,55%"
"01.12.2015","102,28","102,30","102,43","101,81","4,65M","0,35%"
"30.11.2015","101,92","101,53","102,38","101,52","6,77M","0,66%"
"27.11.2015","101,25","101,01","101,62","100,99","4,99M","-1,18%"
"25.11.2015","102,46","102,47","102,69","102,21","2,93M","-0,47%"
"24.11.2015","102,94","103,12","103,25","102,69","3,48M","0,66%"
"23.11.2015","102,26","102,48","102,75","102,16","4,04M","-0,81%"
"20.11.2015","103,09","103,58","103,66","102,97","5,97M","-0,45%"
"19.11.2015","103,56","103,07","104,09","103,07","5,09M","1,10%"
"18.11.2015","102,43","102,39","102,95","102,04","5,04M","0,09%"
"17.11.2015","102,34","103,38","103,40","101,98","8,59M","-1,32%"
"16.11.2015","103,71","103,98","104,03","103,52","2,95M","0,14%"
"13.11.2015","103,56","103,54","103,74","103,45","3,22M","-0,28%"
"12.11.2015","103,85","103,09","104,32","103,04","6,30M","0,02%"
"11.11.2015","103,83","104,09","104,23","103,78","3,53M","-0,34%"
"10.11.2015","104,18","104,09","104,65","103,87","4,45M","-0,21%"
"09.11.2015","104,40","104,29","104,58","104,19","4,13M","0,29%"
"06.11.2015","104,10","104,17","104,42","104,02","8,83M","-1,46%"
"05.11.2015","105,64","106,01","106,10","105,58","5,93M","-0,31%"
"04.11.2015","105,97","107,02","107,09","105,92","7,62M","-0,94%"
"03.11.2015","106,98","107,79","107,81","106,68","7,15M","-1,48%"
"02.11.2015","108,59","108,64","108,84","108,46","5,84M","-0,65%"
"30.10.2015","109,30","109,50","109,58","109,06","5,54M","-0,38%"
"29.10.2015","109,72","110,23","110,60","109,66","5,15M","-0,96%"
"28.10.2015","110,78","112,68","113,25","110,31","8,20M","-0,81%"
"27.10.2015","111,68","111,31","111,81","111,29","2,65M","0,22%"
"26.10.2015","111,43","111,73","111,98","111,33","2,57M","-0,06%"
"23.10.2015","111,50","111,81","111,84","110,96","4,87M","-0,17%"
"22.10.2015","111,69","111,52","112,21","111,43","3,44M","-0,04%"
"21.10.2015","111,73","112,37","112,37","111,41","3,91M","-0,89%"
"20.10.2015","112,73","112,38","113,09","112,38","4,90M","0,63%"
"19.10.2015","112,02","112,64","112,69","111,89","3,96M","-0,42%"
"16.10.2015","112,49","113,24","113,44","112,43","7,33M","-0,71%"
"15.10.2015","113,29","113,20","113,99","112,94","14,08M","-0,46%"
"14.10.2015","113,81","112,63","113,95","112,30","10,21M","1,74%"
"13.10.2015","111,86","111,36","111,87","111,28","5,15M","0,49%"
"12.10.2015","111,31","111,67","111,73","111,01","6,26M","0,40%"
"09.10.2015","110,87","110,54","111,05","110,23","7,91M","1,59%"
"08.10.2015","109,14","109,16","110,27","109,06","5,04M","-0,51%"
"07.10.2015","109,70","109,75","110,14","109,34","5,36M","-0,15%"
"06.10.2015","109,86","109,80","110,26","109,63","7,51M","1,00%"
"05.10.2015","108,77","109,14","109,38","108,46","5,49M","-0,20%"
"02.10.2015","108,99","108,54","109,32","108,54","7,73M","2,12%"
"01.10.2015","106,73","106,98","107,21","106,63","4,28M","-0,12%"
"30.09.2015","106,86","106,78","107,08","106,47","7,41M","-1,04%"
"29.09.2015","107,98","108,24","108,69","107,88","4,04M","-0,41%"
"28.09.2015","108,42","108,37","108,91","108,27","3,81M","-1,27%"
